workerid,proliferate.condition,adj1,adj2,label,left_end,object,response,right_end,rt,slide_number_in_experiment,utterance,error
24,condition1,wet,red,shorts_wet_red,"""wet red shorts""",shorts,[0.74],"""red wet shorts""",1711,52,,
24,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[0.73],"""spotted green frog""",1145,53,,
24,condition1,short,blue,pencil_short_blue,"""short blue pencil""",pencil,[0.67],"""blue short pencil""",1114,54,,
24,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""",picture,[0.71],"""rectangular colored picture""",1582,55,,
24,condition1,metal,low,table_metal_low,"""metal low table""",table,[0.73],"""low metal table""",1234,56,,
24,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[0.74],"""blond curly hair""",2251,57,,
24,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""",woman,[0.82],"""sad fat woman""",1277,58,,
24,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0.79],"""cardboard open box""",1314,59,,
24,condition1,open,wooden,box_open_wood,"""open wooden box""",box,[0.77],"""wooden open box""",1122,60,,
24,condition1,long,blue,pencil_long_blue,"""blue long pencil""",pencil,[0.79],"""long blue pencil""",1173,61,,
24,condition1,short,black,pencil_short_black,"""black short pencil""",pencil,[0.72],"""short black pencil""",5179,62,,
38,condition1,,,,,Jessica,Jessica,,0,1,bot_check,
38,condition1,spotted,red,frog_spotted_red,"""red spotted frog""",frog,[0.1],"""spotted red frog""",4207,3,,
38,condition1,long,blue,pencil_long_blue,"""long blue pencil""",pencil,[0.09],"""blue long pencil""",3000,4,,
38,condition1,wet,red,shorts_wet_red,"""red wet shorts""",shorts,[0.93],"""wet red shorts""",3776,5,,
38,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[0.91],"""clean wooden spoon""",3924,6,,
38,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0.07],"""bearded glasses-wearing man""",7681,7,,
38,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[0.61],"""happy old woman""",5529,8,,
38,condition1,small,round,earring_small_round,"""round small earring""",earring,[0.84],"""small round earring""",4797,9,,
38,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0.13],"""wooden dirty spoon""",4500,10,,
38,condition1,young,bearded,man_young_bearded,"""bearded young man""",man,[0.42],"""young bearded man""",5530,11,,
38,condition1,glass,big,bottle_glass_big,"""glass big bottle""",bottle,[0.88],"""big glass bottle""",3955,12,,
38,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[0.82],"""big triangular earring""",4054,13,,
38,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""",spoon,[0.81],"""dirty metal spoon""",3837,14,,
38,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""",man,[0.5],"""clean-shaven old man""",4212,15,,
38,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""",box,[0.08],"""cardboard closed box""",3826,16,,
38,condition1,big,round,earring_big_round,"""big round earring""",earring,[0.12],"""round big earring""",4173,17,,
38,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0.32],"""brown straight hair""",3876,18,,
38,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""",spoon,[0.15],"""metal clean spoon""",3381,19,,
38,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""",woman,[0.44],"""sad fat woman""",7595,20,,
38,condition1,short,blue,pencil_short_blue,"""blue short pencil""",pencil,[0.88],"""short blue pencil""",4263,21,,
38,condition1,red,glossy,nails_red_glossy,"""glossy red nails""",nails,[0.09],"""red glossy nails""",6742,22,,
38,condition1,striped,green,frog_striped_green,"""striped green frog""",frog,[0.58],"""green striped frog""",9202,23,,
38,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""",bottle,[0.12],"""plastic small bottle""",3530,24,,
38,condition1,black,glossy,nails_black_glossy,"""black glossy nails""",nails,[0.83],"""glossy black nails""",5255,25,,
38,condition1,young,sad,woman_young_sad,"""young sad woman""",woman,[0.66],"""sad young woman""",3599,26,,
38,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[0.29],"""spotted green frog""",6802,27,,
38,condition1,colored,square,picture_colored_square,"""colored square picture""",picture,[0.87],"""square colored picture""",6314,28,,
38,condition1,old,sad,woman_old_sad,"""sad old woman""",woman,[0.33],"""old sad woman""",5035,29,,
38,condition1,glass,small,bottle_glass_small,"""small glass bottle""",bottle,[0.14],"""glass small bottle""",3440,30,,
38,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0.34],"""brown curly hair""",7355,31,,
38,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.19],"""red dry shorts""",5412,32,,
38,condition1,red,matte,nails_red_matte,"""matte red nails""",nails,[0.17],"""red matte nails""",6086,33,,
38,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0.63],"""red striped frog""",3924,34,,
38,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[0.28],"""blond curly hair""",3885,35,,
38,condition1,old,bearded,man_old_bearded,"""old bearded man""",man,[0.55],"""bearded old man""",6098,36,,
38,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""",hair,[0.32],"""straight blond hair""",4797,37,,
38,condition1,metal,high,table_metal_high,"""high metal table""",table,[0.19],"""metal high table""",3172,38,,
38,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[0.34],"""fat happy woman""",4757,39,,
38,condition1,wooden,high,table_wood_high,"""high wooden table""",table,[0.21],"""wooden high table""",3251,40,,
38,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.76],"""green dry shorts""",5422,41,,
38,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.68],"""wet green shorts""",6790,42,,
38,condition1,closed,wooden,box_closed_wood,"""wooden closed box""",box,[0.75],"""closed wooden box""",3696,43,,
38,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""",woman,[0.74],"""sad skinny woman""",3935,44,,
38,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[0.36],"""glasses-wearing mustache-touting man""",6620,45,,
38,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""",man,[0.73],"""hat-wearing bearded man""",4698,46,,
38,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.69],"""matte black nails""",6702,47,,
38,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""",man,[0.34],"""mustache-touting hat-wearing man""",7892,48,,
38,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""",man,[0.76],"""clean-shaven young man""",4025,49,,
38,condition1,small,triangular,earring_small_triangular,"""triangular small earring""",earring,[0.88],"""small triangular earring""",3866,50,,
38,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""",picture,[0.15],"""black and white rectangular picture""",4243,51,,
38,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""",bottle,[0.06],"""plastic big bottle""",2866,52,,
38,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0.27],"""young happy woman""",4541,53,,
38,condition1,open,wooden,box_open_wood,"""wooden open box""",box,[0.85],"""open wooden box""",4243,54,,
38,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""",box,[0.84],"""open cardboard box""",3014,55,,
38,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.49],"""happy skinny woman""",4799,56,,
38,condition1,wooden,low,table_wood_low,"""wooden low table""",table,[0.68],"""low wooden table""",2954,57,,
38,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""",picture,[0.2],"""colored rectangular picture""",3885,58,,
38,condition1,metal,low,table_metal_low,"""low metal table""",table,[0.12],"""metal low table""",3262,59,,
38,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0.11],"""black long pencil""",3390,60,,
38,condition1,short,black,pencil_short_black,"""black short pencil""",pencil,[0.88],"""short black pencil""",4322,61,,
38,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.1],"""black and white square picture""",5165,62,,
76,condition1,,,,,Elizabeth,Elizabeth,,0,1,bot_check,
76,condition1,short,blue,pencil_short_blue,"""blue short pencil""",pencil,[0.96],"""short blue pencil""",5316,3,,
76,condition1,open,wooden,box_open_wood,"""open wooden box""",box,[0.02],"""wooden open box""",4231,4,,
76,condition1,spotted,red,frog_spotted_red,"""red spotted frog""",frog,[0.03],"""spotted red frog""",8829,5,,
76,condition1,big,round,earring_big_round,"""round big earring""",earring,[0.99],"""big round earring""",3345,6,,
76,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.01],"""happy skinny woman""",3198,7,,
76,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""",man,[0.98],"""clean-shaven young man""",4333,8,,
76,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""",hair,[0.97],"""curly blond hair""",3267,9,,
76,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0.03],"""red striped frog""",3270,10,,
76,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[0.97],"""happy old woman""",3793,11,,
76,condition1,short,black,pencil_short_black,"""short black pencil""",pencil,[0.02],"""black short pencil""",3501,12,,
76,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0.01],"""bearded hat-wearing man""",4087,13,,
76,condition1,red,glossy,nails_red_glossy,"""red glossy nails""",nails,[0.94],"""glossy red nails""",3326,14,,
76,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[0.99],"""clean wooden spoon""",4491,15,,
76,condition1,old,bearded,man_old_bearded,"""old bearded man""",man,[0.97],"""bearded old man""",3561,16,,
76,condition1,glass,small,bottle_glass_small,"""glass small bottle""",bottle,[0.98],"""small glass bottle""",3970,17,,
76,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""",box,[0.99],"""open cardboard box""",3277,18,,
76,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""",man,[0.99],"""hat-wearing mustache-touting man""",5968,19,,
76,condition1,old,sad,woman_old_sad,"""sad old woman""",woman,[0.01],"""old sad woman""",3380,20,,
76,condition1,black and white,square,picture_bw_square,"""black and white square picture""",picture,[0.98],"""square black and white picture""",4357,21,,
76,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""",hair,[0.03],"""blond straight hair""",3588,22,,
76,condition1,striped,green,frog_striped_green,"""green striped frog""",frog,[0.01],"""striped green frog""",3628,23,,
76,condition1,long,blue,pencil_long_blue,"""long blue pencil""",pencil,[0.03],"""blue long pencil""",3450,24,,
76,condition1,spotted,green,frog_spotted_green,"""spotted green frog""",frog,[0.99],"""green spotted frog""",3469,25,,
76,condition1,straight,brown,hair_straight_brown,"""brown straight hair""",hair,[0.97],"""straight brown hair""",3783,26,,
76,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""",man,[0.01],"""old clean-shaven man""",3477,27,,
76,condition1,colored,square,picture_colored_square,"""colored square picture""",picture,[0.99],"""square colored picture""",3691,28,,
76,condition1,red,matte,nails_red_matte,"""matte red nails""",nails,[0.98],"""red matte nails""",3182,29,,
76,condition1,black,glossy,nails_black_glossy,"""black glossy nails""",nails,[1],"""glossy black nails""",6259,30,,
76,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""",bottle,[0.01],"""plastic small bottle""",3889,31,,
76,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.01],"""green dry shorts""",4858,32,,
76,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.98],"""wet green shorts""",3571,33,,
76,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""",bottle,[0.01],"""plastic big bottle""",4277,34,,
76,condition1,young,happy,woman_young_happy,"""young happy woman""",woman,[0.99],"""happy young woman""",4379,35,,
76,condition1,closed,wooden,box_closed_wood,"""closed wooden box""",box,[0.01],"""wooden closed box""",4962,36,,
76,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""",woman,[0.03],"""happy fat woman""",11833,37,,
76,condition1,wet,red,shorts_wet_red,"""wet red shorts""",shorts,[0.01],"""red wet shorts""",4483,38,,
76,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.02],"""red dry shorts""",2944,39,,
76,condition1,long,black,pencil_long_black,"""black long pencil""",pencil,[0.99],"""long black pencil""",3587,40,,
76,condition1,young,bearded,man_young_bearded,"""bearded young man""",man,[0.01],"""young bearded man""",3174,41,,
76,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""",man,[0.97],"""glasses-wearing bearded man""",10900,42,,
76,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0.01],"""brown curly hair""",3191,43,,
76,condition1,wooden,high,table_wood_high,"""high wooden table""",table,[0.01],"""wooden high table""",3974,44,,
76,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[0.96],"""glasses-wearing mustache-touting man""",11462,45,,
76,condition1,metal,low,table_metal_low,"""metal low table""",table,[0.99],"""low metal table""",4223,46,,
76,condition1,metal,high,table_metal_high,"""metal high table""",table,[0.98],"""high metal table""",4277,47,,
76,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[0.96],"""big triangular earring""",5987,48,,
76,condition1,small,round,earring_small_round,"""round small earring""",earring,[0.98],"""small round earring""",3776,49,,
76,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""",woman,[1],"""sad fat woman""",4911,50,,
76,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""",picture,[0.99],"""rectangular colored picture""",19730,51,,
76,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0.01],"""metal dirty spoon""",4014,52,,
76,condition1,small,triangular,earring_small_triangular,"""small triangular earring""",earring,[0.01],"""triangular small earring""",3436,53,,
76,condition1,wooden,low,table_wood_low,"""wooden low table""",table,[0.99],"""low wooden table""",3673,54,,
76,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""",box,[0.99],"""closed cardboard box""",3215,55,,
76,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0],"""glass big bottle""",3784,56,,
76,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""",picture,[0.96],"""rectangular black and white picture""",7258,57,,
76,condition1,black,matte,nails_black_matte,"""matte black nails""",nails,[0.03],"""black matte nails""",5057,58,,
76,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""",spoon,[0.98],"""dirty wooden spoon""",3139,59,,
